,prod_asin,prod_condition,prod_price,seller_index,seller_name,seller_rating,seller_n_reviews
6261,B00LSRU2JS,New,28.0,10.0,Dinazah LLC,91.0,890.0
6262,B07Y37WMXW,New,16.0,0.0,Amazon.com,100.0,669.0
6263,B0828MV4QR,New,32.0,0.0,Amazon.com,79.0,1104.0
6264,B0828MV4QR,New,28.0,1.0,kiwisota,79.0,1104.0
6265,B0828MV4QR,New,28.0,2.0,ClothingShopOnline,87.0,80182.0
6266,B0828MV4QR,New,29.0,3.0,Shop & Smile,82.0,100.0
6267,B0828MV4QR,New,29.0,4.0,Garment Avenue,85.0,35728.0
6268,B0828MV4QR,New,30.0,5.0,ApparelGlobe,85.0,93.0
6269,B0828MV4QR,New,30.0,6.0,Under Moments,84.0,190827.0
6270,B0828MV4QR,New,31.0,7.0,Apparel In US,62.0,176.0
6271,B0828MV4QR,New,33.0,8.0,Splendid Gift,90.0,29.0
6272,B0828MV4QR,New,33.0,9.0,VeeTrends,82.0,37927.0
6273,B0828MV4QR,New,35.0,10.0,GotApparel,87.0,155003.0
6274,B06XWQ5KQN,New,12.0,0.0,Amazon.com,,
6275,B06XWQ5KQN,New,12.0,1.0,,,
6276,B00LHMMVQQ,New,16.0,0.0,Amazon.com,85.0,35728.0
6277,B00LHMMVQQ,New,16.0,1.0,,,
6278,B00LHMMVQQ,New,19.0,2.0,Garment Avenue,85.0,35728.0
6279,B00LHMMVQQ,New,21.0,3.0,WestCoastExpert,82.0,346.0
6280,B00LHMMVQQ,New,21.0,4.0,Clothing Vibe,93.0,27.0
6281,B00LHMMVQQ,New,21.0,5.0,Apparicana!,86.0,4224.0
6282,B00LHMMVQQ,New,22.0,6.0,Jafa Clothing,80.0,226.0
6283,B00LHMMVQQ,New,22.0,7.0,kiwisota,79.0,1104.0
6284,B00LHMMVQQ,New,23.0,8.0,Dinazah LLC,91.0,890.0
6285,B00LHMMVQQ,New,23.0,9.0,NY Lingerie,85.0,312761.0
6286,B00LHMMVQQ,New,23.0,10.0,Shop & Smile,82.0,100.0
6287,B076825FVG,New,11.0,0.0,Amazon.com,87.0,3022.0
6288,B076825FVG,New,11.0,1.0,,,
6289,B076825FVG,New,14.0,2.0,xssential,87.0,3022.0
6290,B076825FVG,New,16.0,3.0,VeeTrends,82.0,37927.0
6291,B076825FVG,New,16.0,4.0,ClothingShopOnline,87.0,80182.0
6292,B076825FVG,New,17.0,5.0,Garment Avenue,85.0,35728.0
6293,B076825FVG,New,17.0,6.0,Shop & Smile,82.0,100.0
6294,B076825FVG,New,18.0,7.0,ApparelGlobe,85.0,93.0
6295,B076825FVG,New,18.0,8.0,World and Space,88.0,124.0
6296,B076825FVG,New,19.0,9.0,Takeoffprintz,88.0,178.0
6297,B076825FVG,New,20.0,10.0,Apparel In US,62.0,176.0
6298,B00JQRQ7YG,New,25.0,0.0,Amazon.com,90.0,330.0
6299,B00JQRQ7YG,New,24.0,1.0,Famosales,90.0,330.0
6300,B00JQRQ7YG,New,25.0,2.0,,,
6301,B00JQRQ7YG,New,27.0,3.0,Shopbop | East Dane (an Amazon company),94.0,18909.0
6302,B00JQRQ7YG,New,30.0,4.0,midwooddeals,98.0,3766.0
6303,B00JQRQ7YG,New,31.0,5.0,HisRoom,89.0,17877.0
6304,B01M3S6PA8,New,14.0,0.0,Garment Avenue,85.0,35728.0
6305,B01M3S6PA8,New,14.0,1.0,Groove Arc,94.0,92.0
6306,B01M3S6PA8,New,15.0,2.0,GotApparel,87.0,155003.0
6307,B01M3S6PA8,New,16.0,3.0,Under Moments,84.0,190827.0
6308,B01M3S6PA8,New,17.0,4.0,PulseUniform,76.0,9883.0
6309,B00KTH3042,New,18.0,0.0,Amazon.com,100.0,278063.0
6310,B00KTH3042,New,18.0,1.0,,,
6311,B00KTH3042,New,19.0,2.0,Zappos,100.0,278063.0
6312,B00KTH3042,Collectible,24.0,3.0,Blu Sky,82.0,3417.0
6313,B004DTYZSC,New,14.0,0.0,Amazon.com,100.0,278060.0
6314,B004DTYZSC,New,14.0,1.0,,,
6315,B004DTYZSC,New,17.0,2.0,Zappos,100.0,278060.0
6316,B004DTYZSC,Used,19.0,3.0,FUNNYGAT,95.0,1013.0
6317,B096XKD8CQ,New,21.0,0.0,Specialities of Paulownia flowers and trees,,
6318,B096XKD8CQ,New,25.0,1.0,SHIM,71.0,7.0
6319,B00B6EEIR0,New,14.0,0.0,Amazon.com,,
6320,B00B6EEIR0,New,14.0,1.0,,,
6321,B091JSSHBJ,New,11.0,0.0,Amazon.com,100.0,8.0
6322,B016LJ6Q2Y,New,8.96,0.0,Amazon.com,84.0,190827.0
6323,B016LJ6Q2Y,New,9.93,1.0,Under Moments,84.0,190827.0
6324,B016LJ6Q2Y,New,10.0,2.0,Garment Avenue,85.0,35728.0
6325,B016LJ6Q2Y,New,10.0,3.0,NY Lingerie,85.0,312761.0
6326,B016LJ6Q2Y,New,10.0,4.0,PulseUniform,76.0,9883.0
6327,B016LJ6Q2Y,New,11.0,5.0,The USA Wear.,59.0,253.0
6328,B016LJ6Q2Y,New,11.0,6.0,Apparel-USA,73.0,4890.0
6329,B016LJ6Q2Y,New,11.0,7.0,Genesis Shopping Store,69.0,63.0
6330,B016LJ6Q2Y,New,11.0,8.0,kiwisota,79.0,1104.0
6331,B016LJ6Q2Y,New,11.0,9.0,WestCoastExpert,82.0,346.0
6332,B016LJ6Q2Y,New,11.0,10.0,VeeTrends,82.0,37927.0
6333,B07QDVJZQN,New,17.0,0.0,Amazon.com,99.0,14703.0
6334,B07QDVJZQN,New,17.0,1.0,BK Dept.,99.0,14703.0
6335,B07QDVJZQN,New,17.0,2.0,BK Dept.,99.0,14703.0
6336,B07QDVJZQN,New,17.0,3.0,,,
6337,B00KBZPPV8,New,16.0,0.0,Amazon.com,82.0,37927.0
6338,B00KBZPPV8,New,16.0,1.0,,,
6339,B00KBZPPV8,New,17.0,2.0,VeeTrends,82.0,37927.0
6340,B00KBZPPV8,New,18.0,3.0,kiwisota,79.0,1104.0
6341,B00KBZPPV8,New,18.0,4.0,NY Lingerie,85.0,312761.0
6342,B00KBZPPV8,New,18.0,5.0,Under Moments,84.0,190827.0
6343,B00KBZPPV8,New,19.0,6.0,Garment Avenue,85.0,35728.0
6344,B00KBZPPV8,New,21.0,7.0,EDealsZone,94.0,173.0
6345,B00KBZPPV8,New,21.0,8.0,ApparelGlobe,85.0,93.0
6346,B00KBZPPV8,New,21.0,9.0,Shop & Smile,82.0,100.0
6347,B00KBZPPV8,New,21.0,10.0,Dinazah LLC,91.0,890.0
6348,B07XTK3X5T,New,20.0,0.0,Amazon.com,,
6349,B07XTK3X5T,New,20.0,1.0,,,
6350,B08Z7JJ97H,New,15.0,0.0,Amazon.com,100.0,518.0
6351,B0785FND1H,New,17.0,0.0,Amazon.com,,
6352,B072FQ2N5M,New,9.0,0.0,Amazon.com,76.0,9883.0
6353,B072FQ2N5M,New,9.0,1.0,,,
6354,B072FQ2N5M,New,9.29,2.0,PulseUniform,76.0,9883.0
6355,B072FQ2N5M,New,12.0,3.0,Bowlerstore,79.0,15789.0
6356,B0011DUYQK,New,15.0,0.0,Amazon.com,97.0,408.0
6357,B0011DUYQK,New,17.0,1.0,Throop Supply,97.0,408.0
6358,B0011DUYQK,New,21.0,2.0,Blank Apparel,82.0,23850.0
6359,B01DAREGQS,New,10.0,0.0,Amazon.com,,
6360,B01DAREGQS,New,10.0,1.0,,,
6361,B07ZGBF1X3,New,28.0,0.0,Amazon.com,,
6362,B07C1PBCBV,New,34.0,0.0,BUNKER 27,96.0,199.0
6363,B07C1PBCBV,New,34.0,1.0,BUNKER 27,96.0,199.0
6364,B07KMRRRKD,New,19.0,0.0,Amazon.com,98.0,5340.0
6365,B07DB6N4K8,New,27.0,0.0,Amazon.com,99.0,29753.0
6366,B0775836QJ,New,12.0,0.0,Amazon.com,,
6367,B0775836QJ,New,12.0,1.0,,,
6368,B0948T567Z,New,9.99,0.0,Jorlyen,98.0,1033.0
6369,B076MY4G7P,New,25.0,0.0,Amazon.com,,
6370,B002GHC19I,New,16.0,0.0,Amazon.com,90.0,17054.0
6371,B002GHC19I,New,16.0,1.0,,,
6372,B002GHC19I,New,16.0,2.0,Rugged Outfitters,90.0,17054.0
6373,B002GHC19I,New,23.0,3.0,EZ Sportzwear,90.0,6405.0
6374,B002GHC19I,New,16.0,4.0,DUNGAREES,88.0,13406.0
6375,B002GHC19I,New,21.0,5.0,FISHER SIGNS & SHIRTS,88.0,52.0
6376,B002GHC19I,New,26.0,6.0,Blossom Online Sales,84.0,854.0
6377,B004J2XNCM,New,18.0,0.0,Amazon.com,100.0,278063.0
6378,B004J2XNCM,New,18.0,1.0,Zappos,100.0,278063.0
6379,B004J2XNCM,New,18.0,2.0,,,
6380,B07WTZVSTW,New,44.0,0.0,Amazon.com,96.0,4155.0
6381,B07WTZVSTW,New,47.0,1.0,Ink Slate,96.0,4155.0
6382,B00CEH37WU,New,12.0,0.0,Amazon.com,88.0,1014.0
6383,B00CEH37WU,New,12.0,1.0,,,
6384,B00CEH37WU,New,12.0,2.0,quality driven  26,88.0,1014.0
6385,B00CEH37WU,New,18.0,3.0,Essential Apparel,90.0,108276.0
6386,B00CEH37WU,New,20.0,4.0,NY Lingerie,85.0,312761.0
6387,B00CEH37WU,New,18.0,5.0,HisRoom,89.0,17877.0
6388,B00CEH37WU,New,24.0,6.0,OnUs,78.0,3749.0
6389,B00CEH37WU,New,25.0,7.0,Basic Planet,95.0,1105.0
6390,B00CEH37WU,New,26.0,8.0,BeltOutlet,96.0,125959.0
6391,B082F6P1LG,New,18.0,0.0,Amazon.com,,
6392,B0921TD4KQ,New,17.0,0.0,Amazon.com,91.0,783.0
6393,B0921TD4KQ,New,16.0,1.0,ETCYY Clothing,91.0,783.0
6394,B07KSJLQWK,New,18.0,0.0,Amazon.com,100.0,32.0
6395,B07KSJLQWK,New,18.0,1.0,Stigmas,100.0,32.0
6396,B07KSJLQWK,New,18.0,2.0,,,
6397,B07KSJLQWK,New,18.0,3.0,ZenGoods,100.0,496.0
6398,B07KSJLQWK,New,19.0,4.0,Internauta Midas LLC,100.0,10.0
6399,B07KSJLQWK,New,19.0,5.0,I&R Standard,80.0,224.0
6400,B07KSJLQWK,New,19.0,6.0,Crush Supplies,100.0,1368.0
6401,B07KSJLQWK,New,19.0,7.0,A2T SALES,100.0,7.0
6402,B07KSJLQWK,New,19.0,8.0,Clothingplusmore,100.0,14.0
6403,B07KSJLQWK,New,22.0,9.0,AmericanLivingOnline,90.0,9042.0
6404,B07KSJLQWK,New,18.0,10.0,City Sports USA,91.0,3512.0
6405,B076VXHYKW,New,31.0,0.0,Amazon.com,98.0,588.0
6406,B076VXHYKW,New,31.0,1.0,CAIonline,100.0,15226.0
6407,B076VXHYKW,New,32.0,2.0,The Steel Fox,96.0,5015.0
6408,B076VXHYKW,New,32.0,3.0,MDS Inc,96.0,800.0
6409,B076VXHYKW,New,31.0,4.0,RareItem,90.0,1584.0
6410,B0775PNGVF,New,18.0,0.0,Amazon.com,,
6411,B00KHTOY3S,New,18.0,0.0,Amazon.com,,
6412,B083JPBQ2L,New,16.0,0.0,Amazon.com,94.0,23152.0
6413,B0914XRWGB,New,15.0,0.0,Amazon.com,100.0,2427.0
6414,B015NJPNG8,New,19.0,0.0,Under Moments,84.0,190827.0
6415,B015NJPNG8,New,19.0,1.0,kiwisota,79.0,1104.0
6416,B015NJPNG8,New,24.0,2.0,Garment Avenue,85.0,35728.0
6417,B015NJPNG8,New,25.0,3.0,NY Lingerie,85.0,312761.0
6418,B015NJPNG8,New,26.0,4.0,PulseUniform,76.0,9883.0
6419,B015NJPNG8,New,31.0,5.0,ShaeJae,80.0,193.0
6420,B077J872LH,New,16.0,0.0,Amazon.com,78.0,3749.0
6421,B077J872LH,New,16.0,1.0,,,
6422,B077J872LH,New,23.0,2.0,OnUs,78.0,3749.0
6423,B0119GA5XK,New,36.0,0.0,Amazon.com,,
6424,B0119GA5XK,New,36.0,1.0,,,
6425,B07PQTP8MH,New,17.0,0.0,Amazon.com,100.0,72459.0
6426,B00A3PA2NM,New,11.0,0.0,Amazon.com,,
6427,B00A3PA2NM,New,11.0,1.0,,,
6428,B074XY7MTG,New,21.0,0.0,Amazon.com,78.0,3749.0
6429,B074XY7MTG,New,21.0,1.0,,,
6430,B074XY7MTG,New,29.0,2.0,OnUs,78.0,3749.0
6431,B078HFRQQ1,New,17.0,0.0,Amazon.com,,
6432,B000N8RXG8,New,19.0,0.0,Amazon.com,,
6433,B000N8RXG8,New,19.0,1.0,,,
6434,B01027781O,New,9.97,0.0,Amazon.com,85.0,35728.0
6435,B01027781O,New,9.97,1.0,,,
6436,B01027781O,New,12.0,2.0,Garment Avenue,85.0,35728.0
6437,B01027781O,New,13.0,3.0,NY Lingerie,85.0,312761.0
6438,B01027781O,New,13.0,4.0,kiwisota,79.0,1104.0
6439,B01027781O,New,13.0,5.0,WestCoastExpert,82.0,346.0
6440,B01027781O,New,13.0,6.0,The USA Wear.,59.0,253.0
6441,B01027781O,New,13.0,7.0,VeeTrends,82.0,37927.0
6442,B01027781O,New,14.0,8.0,Clothing Vibe,93.0,27.0
6443,B01027781O,New,14.0,9.0,Shop & Smile,82.0,100.0
6444,B01027781O,New,14.0,10.0,Under Moments,84.0,190827.0
6445,B07HPZBP5L,New,17.0,0.0,Amazon.com,99.0,14188.0
6446,B07HPZBP5L,New,23.0,1.0,Backcountry,85.0,156118.0
6447,B08TQQGTR4,New,19.0,0.0,Amazon.com,97.0,17628.0
6448,B083NPL73W,New,,0.0,Amazon.com,99.0,771.0
6449,B083NPL73W,New,339.0,1.0,Uranus UU,99.0,963.0
6450,B0007UQNNQ,New,529.0,0.0,Amazon.com,72.0,98815.0
6451,B0007UQNNQ,Used,430.0,1.0,More,,
6452,B0007UQNNQ,New,498.0,2.0,"OpticsPlanet, Inc",72.0,98815.0
6453,B0007UQNNQ,New,619.0,3.0,Certified Brands,94.0,753.0
6454,B0007UQNNQ,New,625.0,4.0,M Z Photo,99.0,37002.0
6455,B0007UQNNQ,New,648.0,5.0,Ultracell LLC,86.0,279.0
6456,B0007UQNNQ,New,659.0,6.0,Viamia Store,70.0,208.0
6457,B0007UQNNQ,New,671.0,7.0,You Get A Deal,90.0,138.0
6458,B0007UQNNQ,New,768.0,8.0,Eyeball Industries,60.0,5.0
6459,B0007UQNNQ,New,774.0,9.0,Tools and Toys Store,83.0,12.0
6460,B0007UQNNQ,New,798.0,10.0,Lucky Store 4 You,93.0,46.0
6461,B001TI9Y2M,New,81.0,0.0,Amazon.com,80.0,84.0
6462,B001TI9Y2M,Used,62.0,1.0,More,,
6463,B001TI9Y2M,New,80.0,2.0,LASSO LABS,80.0,84.0
6464,B001TI9Y2M,New,57.0,3.0,Deal Source Warehouse (We Ship Fast),93.0,101.0
6465,B001TI9Y2M,New,96.0,4.0,"OpticsPlanet, Inc",72.0,98815.0
6466,B001TI9Y2M,New,99.0,5.0,Focus Camera LLC,94.0,106235.0
6467,B001TI9Y2M,New,138.0,6.0,Tatalo Wholesale,73.0,30.0
6468,B001TI9Y2M,New,139.0,7.0,Tools and Toys Store,83.0,12.0
6469,B001TI9Y2M,New,142.0,8.0,Viamia Store,70.0,208.0
6470,B001TI9Y2M,New,142.0,9.0,Lucky Store 4 You,93.0,46.0
6471,B001TI9Y2M,New,148.0,10.0,You Get A Deal,90.0,138.0
6472,B00WCG3UOS,New,,0.0,Amazon.com,99.0,771.0
6473,B00WCG3UOS,Used,208.0,1.0,More,,
6474,B00WCG3UOS,Used,217.0,2.0,Amazon Warehouse,,
6475,B00WCG3UOS,Used,217.0,3.0,Amazon Warehouse,,
6476,B00WCG3UOS,New,299.0,4.0,Uranus UU,99.0,963.0
6477,B088Q8F2NN,New,369.0,0.0,Amazon.com,80.0,214.0
6478,B088Q8F2NN,Used,244.0,1.0,More,,
6479,B088Q8F2NN,Used,299.0,2.0,Amazon Warehouse,,
6480,B088Q8F2NN,Used,301.0,3.0,Amazon Warehouse,,
6481,B088Q8F2NN,New,379.0,4.0,X-Vision,97.0,619.0
6482,B088Q8F2NN,New,379.0,5.0,DoubleSun,90.0,465.0
6483,B088Q8F2NN,New,389.0,6.0,Solomark Optics,95.0,2449.0
6484,B0007UQNKY,New,179.0,0.0,Amazon.com,95.0,1320.0
6485,B0007UQNKY,Used,149.0,1.0,Amazon Warehouse,,
6486,B0007UQNKY,Used,159.0,2.0,More,95.0,1320.0
6487,B0007UQNKY,New,179.0,3.0,Kentucky Home,96.0,957.0
6488,B0007UQNKY,New,179.0,4.0,Adorama,91.0,567178.0
6489,B0007UQNKY,New,186.0,5.0,"OpticsPlanet, Inc",72.0,98815.0
6490,B0007UQNKY,New,189.0,6.0,Certified Brands,94.0,753.0
6491,B0007UQNKY,New,197.0,7.0,Rapid Warehousing,94.0,11450.0
6492,B0007UQNKY,New,203.0,8.0,"Modellbahn Ott Hobbies, Inc.",91.0,19095.0
6493,B0007UQNKY,New,244.0,9.0,Hoxie Global,76.0,36.0
6494,B0007UQNKY,New,258.0,10.0,Nana Lou's General Store,100.0,19.0
6495,B00WCG3UOS,New,,0.0,Amazon.com,99.0,771.0
6496,B00WCG3UOS,Used,208.0,1.0,More,,
6497,B00WCG3UOS,Used,217.0,2.0,Amazon Warehouse,,
6498,B00WCG3UOS,Used,217.0,3.0,Amazon Warehouse,,
6499,B00WCG3UOS,New,299.0,4.0,Uranus UU,99.0,963.0
6500,B086D22TFK,New,56.0,0.0,Amazon.com,89.0,1753.0
6501,B086D22TFK,Used,38.0,1.0,Amazon Warehouse,,
6502,B086D22TFK,New,57.0,2.0,maifdh,96.0,300.0
6503,B0038LX8XE,New,548.0,0.0,Amazon.com,96.0,957.0
6504,B0038LX8XE,Used,479.0,1.0,Amazon Warehouse,,
6505,B0038LX8XE,New,548.0,2.0,Kentucky Home,96.0,957.0
6506,B0038LX8XE,New,548.0,3.0,"OpticsPlanet, Inc",72.0,98815.0
6507,B0038LX8XE,New,599.0,4.0,Certified Brands,94.0,753.0
6508,B0038LX8XE,New,752.0,5.0,A.m.a.z.o.n pride,61.0,129.0
6509,B0038LX8XE,New,767.0,6.0,Ultracell LLC,86.0,279.0
6510,B0038LX8XE,New,818.0,7.0,You Get A Deal,90.0,138.0
6511,B0038LX8XE,New,855.0,8.0,Bynetta,87.0,62.0
6512,B0038LX8XE,New,888.0,9.0,BJI Furniture USA,85.0,40.0
6513,B0038LX8XE,New,936.0,10.0,Lucky Store 4 You,93.0,46.0
6514,B08HGLF8G6,New,54.0,0.0,Amazon.com,98.0,2963.0
6515,B08HGLF8G6,Used,46.0,1.0,Amazon Warehouse,,
6516,B08HGLF8G6,Used,46.0,2.0,Amazon Warehouse,,
6517,B08HGLF8G6,Used,48.0,3.0,Amazon Warehouse,,
6518,B08HGLF8G6,Used,48.0,4.0,Amazon Warehouse,,
6519,B000MLL6RS,New,276.0,0.0,Amazon.com,76.0,21.0
6520,B000MLL6RS,Used,247.0,1.0,Amazon Warehouse,,
6521,B000MLL6RS,Used,247.0,2.0,More,,
6522,B000MLL6RS,New,274.0,3.0,globalbazar16,76.0,21.0
6523,B000MLL6RS,New,275.0,4.0,"OpticsPlanet, Inc",72.0,98815.0
6524,B000MLL6RS,New,279.0,5.0,Certified Brands,94.0,753.0
6525,B000MLL6RS,New,408.0,6.0,You Get A Deal,90.0,138.0
6526,B000MLL6RS,New,408.0,7.0,Lucky Store 4 You,93.0,46.0
6527,B000MLL6RS,New,434.0,8.0,Tools and Toys Store,83.0,12.0
6528,B000MLL6RS,New,449.0,9.0,Aloha Store (S/N Recorded),70.0,47.0
6529,B000MLL6RS,New,509.0,10.0,BJI Furniture USA,85.0,40.0
6530,B088Q8F2NN,New,369.0,0.0,Amazon.com,80.0,214.0
6531,B088Q8F2NN,Used,244.0,1.0,More,,
6532,B088Q8F2NN,Used,299.0,2.0,Amazon Warehouse,,
6533,B088Q8F2NN,Used,301.0,3.0,Amazon Warehouse,,
6534,B088Q8F2NN,New,379.0,4.0,X-Vision,97.0,619.0
6535,B088Q8F2NN,New,379.0,5.0,DoubleSun,90.0,465.0
6536,B088Q8F2NN,New,389.0,6.0,Solomark Optics,95.0,2449.0
6537,B000MLHMAS,New,159.0,0.0,Amazon.com,72.0,98815.0
6538,B000MLHMAS,Used,136.0,1.0,More,,
6539,B000MLHMAS,New,149.0,2.0,"OpticsPlanet, Inc",72.0,98815.0
6540,B000MLHMAS,Used,160.0,3.0,Kimberly and Bros,72.0,18.0
6541,B000MLHMAS,New,169.0,4.0,M Z Photo,99.0,37002.0
6542,B000MLHMAS,New,213.0,5.0,Viamia Store,70.0,208.0
6543,B000MLHMAS,New,214.0,6.0,Hoxie Global,76.0,36.0
6544,B000MLHMAS,New,232.0,7.0,Tools and Toys Store,83.0,12.0
6545,B000MLHMAS,New,249.0,8.0,Aloha Store (S/N Recorded),70.0,47.0
6546,B000MLHMAS,New,255.0,9.0,Hesstore,38.0,13.0
6547,B000MLHMAS,New,258.0,10.0,Nana Lou's General Store,100.0,19.0
6548,B08P3J14MZ,New,109.0,0.0,Amazon.com,100.0,120.0
6549,B08P3J14MZ,Used,97.0,1.0,PTLLC,85.0,2623.0
6550,B08P3J14MZ,New,112.0,2.0,EACONN OPTICS,93.0,44.0
6551,B000GUHOYE,New,998.0,0.0,Amazon.com,86.0,279.0
6552,B000GUHOYE,Used,643.0,1.0,Amazon Warehouse,,
6553,B000GUHOYE,New,779.0,2.0,Camera Exchange of Michigan,93.0,92.0
6554,B000GUHOYE,New,849.0,3.0,Orange County Telescope,95.0,19.0
6555,B000GUHOYE,New,974.0,4.0,Sunshine SuppIy Inc.,,
6556,B000GUHOYE,New,999.0,5.0,Smiles To Your Front Door,98.0,111.0
6557,B000GUHOYE,New,999.0,6.0,Certified Brands,94.0,753.0
6558,B000GUHOYE,New,1069.0,7.0,You Get A Deal,90.0,138.0
6559,B000GUHOYE,New,1199.0,8.0,Gotham Holding's,100.0,13.0
6560,B000GUHOYE,New,1228.0,9.0,Lucky Store 4 You,93.0,46.0
6561,B000GUHOYE,New,1439.0,10.0,A.m.a.z.o.n pride,61.0,129.0
6562,B086DDS67P,New,54.0,0.0,Amazon.com,91.0,526.0
6563,B086DDS67P,Used,38.0,1.0,Amazon Warehouse,,
6564,B086DDS67P,Used,39.0,2.0,Amazon Warehouse,,
6565,B086DDS67P,Used,39.0,3.0,Amazon Warehouse,,
6566,B086DDS67P,New,55.0,4.0,IronPeas,92.0,160.0
6567,B081RJ8DW1,New,99.0,0.0,Amazon.com,99.0,963.0
6568,B081RJ8DW1,Used,74.0,1.0,More,,
6569,B081RJ8DW1,Used,78.0,2.0,More,,
6570,B081RJ8DW1,Used,78.0,3.0,Amazon Warehouse,,
6571,B081RJ8DW1,Used,78.0,4.0,Amazon Warehouse,,
6572,B081RJ8DW1,Used,80.0,5.0,Amazon Warehouse,,
6573,B081RJ8DW1,New,129.0,6.0,Boxue Optical,100.0,6.0
6574,B081RJ8DW1,New,129.0,7.0,Ten Cultural,100.0,79.0
6575,B081RJ8DW1,New,,8.0,Gskyer Direct,99.0,771.0
6576,B081RJ8DW1,New,139.0,9.0,OpticsDirect,100.0,9.0
6577,B08RC11JLL,Used,61.0,0.0,Amazon.com,100.0,76.0
6578,B08RC11JLL,New,90.0,1.0,jugeshang,100.0,76.0
6579,B081RJ8DW1,New,99.0,0.0,Amazon.com,99.0,963.0
6580,B081RJ8DW1,Used,74.0,1.0,More,,
6581,B081RJ8DW1,Used,78.0,2.0,More,,
6582,B081RJ8DW1,Used,78.0,3.0,Amazon Warehouse,,
6583,B081RJ8DW1,Used,78.0,4.0,Amazon Warehouse,,
6584,B081RJ8DW1,Used,80.0,5.0,Amazon Warehouse,,
6585,B081RJ8DW1,New,129.0,6.0,Boxue Optical,100.0,6.0
6586,B081RJ8DW1,New,129.0,7.0,Ten Cultural,100.0,79.0
6587,B081RJ8DW1,New,,8.0,Gskyer Direct,99.0,771.0
6588,B081RJ8DW1,New,139.0,9.0,OpticsDirect,100.0,9.0
6589,B07GYXYWQF,New,69.0,0.0,Amazon.com,98.0,1418.0
6590,B07GYXYWQF,Used,60.0,1.0,Amazon Warehouse,,
6591,B07GYXYWQF,Used,62.0,2.0,Amazon Warehouse,,
6592,B07GYXYWQF,Used,62.0,3.0,Amazon Warehouse,,
6593,B07GYXYWQF,New,69.0,4.0,Sugizu Gran,95.0,730.0
6594,B07GYXYWQF,New,69.0,5.0,MAiFeng,100.0,109.0
6595,B08QS81BR2,New,26.0,0.0,Amazon.com,100.0,104.0
6596,B08QS81BR2,Used,25.0,1.0,Amazon Warehouse,,
6597,B00XQLV11M,New,,0.0,Amazon.com,99.0,771.0
6598,B00XQLV11M,New,249.0,1.0,Uranus UU,99.0,963.0
6599,B08RRXDYBX,New,69.0,0.0,Amazon.com,95.0,583.0
6600,B08RRXDYBX,Used,59.0,1.0,More,,
6601,B08RRXDYBX,New,69.0,2.0,Kaiya Angel,95.0,583.0
6602,B08RRXDYBX,New,69.0,3.0,PANTOO,96.0,113.0
6603,B092LW57H8,New,89.0,0.0,Amazon.com,93.0,160.0
6604,B08PKLH1CZ,New,89.0,0.0,Amazon.com,97.0,116.0
6605,B08PKLH1CZ,New,129.0,1.0,JAONE,96.0,75.0
6606,B07B8XTS3Z,New,122.0,0.0,Amazon.com,97.0,8081.0
6607,B07B8XTS3Z,Used,71.0,1.0,Amazon Warehouse,,
6608,B07B8XTS3Z,Used,79.0,2.0,Gosky,97.0,8081.0
6609,B07B8XTS3Z,New,139.0,3.0,Langger,92.0,259.0
6610,B08FMM86JN,New,29.0,0.0,Amazon.com,96.0,113.0
6611,B08FMM86JN,Used,19.0,1.0,More,,
6612,B07PSCM51F,New,46.0,0.0,Amazon.com,89.0,1753.0
6613,B07PSCM51F,Used,30.0,1.0,More,,
6614,B07PSCM51F,Used,37.0,2.0,Amazon Warehouse,,
6615,B07PSCM51F,Used,39.0,3.0,Amazon Warehouse,,
6616,B07PSCM51F,Used,39.0,4.0,Amazon Warehouse,,
6617,B08KGBW3K3,New,239.0,0.0,Amazon.com,96.0,75.0
6618,B08KGBW3K3,Used,187.0,1.0,More,,
6619,B08KGBW3K3,Used,187.0,2.0,Amazon Warehouse,,
6620,B08KGBW3K3,Used,190.0,3.0,Amazon Warehouse,,
6621,B08KGBW3K3,Used,193.0,4.0,Amazon Warehouse,,
6622,B08JLQ2J6C,New,34.0,0.0,Amazon.com,86.0,624.0
6623,B08HQFP9V3,New,101.0,0.0,Amazon.com,97.0,619.0
6624,B08HQFP9V3,Used,51.0,1.0,More,,
6625,B08HQFP9V3,New,159.0,2.0,Solomark Optics,95.0,2449.0
6626,B083NPL73W,New,,0.0,Amazon.com,99.0,771.0
6627,B083NPL73W,New,339.0,1.0,Uranus UU,99.0,963.0
6628,B08KGBW3K3,New,239.0,0.0,Amazon.com,96.0,75.0
6629,B08KGBW3K3,Used,187.0,1.0,More,,
6630,B08KGBW3K3,Used,187.0,2.0,Amazon Warehouse,,
6631,B08KGBW3K3,Used,190.0,3.0,Amazon Warehouse,,
6632,B08KGBW3K3,Used,193.0,4.0,Amazon Warehouse,,
6633,B07WRXSK43,New,64.0,0.0,Amazon.com,76.0,32.0
6634,B08YS1P7QP,New,53.0,0.0,Amazon.com,85.0,27.0
6635,B092LW57H8,New,89.0,0.0,Amazon.com,93.0,160.0
6636,B089LSC98G,New,65.0,0.0,Amazon.com,99.0,404.0
6637,B089LSC98G,Used,48.0,1.0,Amazon Warehouse,,
6638,B0007UQNNQ,New,529.0,0.0,Amazon.com,72.0,98815.0
6639,B0007UQNNQ,Used,430.0,1.0,More,,
